Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
04/ 03/ 2021,11800.00,34550.00,119550.00,25750.00,34750.00,29600.00,47200.00,78000.00,14550.00,14300.00
05/ 03/ 2021,11800.00,34700.00,119600.00,25750.00,34800.00,29500.00,47550.00,78300.00,14550.00,14300.00
08/ 03/ 2021,11800.00,34850.00,119600.00,25700.00,35250.00,29450.00,47950.00,77300.00,14600.00,14300.00
09/ 03/ 2021,11800.00,34850.00,119500.00,25750.00,35250.00,29550.00,48400.00,77450.00,14600.00,14300.00
10/ 03/ 2021,11800.00,34850.00,119450.00,25700.00,35200.00,29500.00,48300.00,77850.00,14600.00,14300.00
11/ 03/ 2021,12400.00,41300.00,114450.00,34050.00,39200.00,33200.00,69550.00,86150.00,14900.00,15650.00
12/ 03/ 2021,11800.00,35050.00,119300.00,25700.00,35300.00,29400.00,48650.00,77100.00,14550.00,14250.00
15/ 03/ 2021,11800.00,34900.00,119350.00,25450.00,35350.00,29650.00,49400.00,77900.00,14600.00,14300.00
16/ 03/ 2021,11800.00,34850.00,119200.00,25400.00,35350.00,29600.00,49300.00,78550.00,14600.00,14300.00
17/ 03/ 2021,11800.00,34950.00,119200.00,25300.00,35350.00,29700.00,49350.00,78650.00,14650.00,14300.00
18/ 03/ 2021,11850.00,34900.00,119200.00,25250.00,35250.00,29700.00,49300.00,78950.00,14650.00,14300.00
19/ 03/ 2021,11800.00,34950.00,119200.00,25300.00,35400.00,29800.00,49200.00,79100.00,14650.00,14300.00
22/ 03/ 2021,11800.00,34800.00,119200.00,25150.00,35300.00,29700.00,48950.00,79150.00,14700.00,14300.00
23/ 03/ 2021,11800.00,34700.00,119300.00,25100.00,35100.00,29600.00,48900.00,79050.00,14700.00,14300.00
24/ 03/ 2021,11800.00,34650.00,119300.00,25100.00,35100.00,29700.00,49300.00,78250.00,14700.00,14250.00
25/ 03/ 2021,11800.00,34500.00,119300.00,25000.00,35000.00,29700.00,49500.00,77900.00,14700.00,14250.00
26/ 03/ 2021,11800.00,34400.00,119300.00,24950.00,34900.00,29750.00,49950.00,77450.00,14700.00,14300.00
29/ 03/ 2021,11800.00,34400.00,119350.00,24750.00,34700.00,29800.00,50200.00,76300.00,14700.00,14300.00
30/ 03/ 2021,11800.00,34450.00,119300.00,24650.00,34650.00,29950.00,50050.00,75150.00,14700.00,14300.00
31/ 03/ 2021,11800.00,34550.00,119550.00,24600.00,34550.00,29900.00,50200.00,73900.00,14700.00,14300.00
01/ 04/ 2021,11800.00,34750.00,119650.00,24700.00,34400.00,29900.00,50100.00,73250.00,14750.00,14250.00
02/ 04/ 2021,13200.00,40750.00,125000.00,29200.00,37750.00,29000.00,51900.00,80900.00,14750.00,13500.00
05/ 04/ 2021,11800.00,35350.00,119650.00,24800.00,34050.00,30000.00,50950.00,72000.00,14750.00,14250.00
06/ 04/ 2021,11800.00,35550.00,119650.00,24850.00,34050.00,30000.00,51000.00,72250.00,14750.00,14250.00
07/ 04/ 2021,11800.00,35950.00,119650.00,25050.00,33900.00,30000.00,50650.00,71400.00,14800.00,14250.00
08/ 04/ 2021,11800.00,36250.00,119750.00,25200.00,33850.00,29950.00,50750.00,70800.00,14800.00,14250.00
09/ 04/ 2021,11800.00,36500.00,120150.00,25300.00,33850.00,30000.00,50400.00,71200.00,14800.00,14250.00
12/ 04/ 2021,11800.00,37650.00,122850.00,25800.00,34250.00,30200.00,52350.00,70400.00,14800.00,14250.00
13/ 04/ 2021,11800.00,37800.00,123200.00,25950.00,34200.00,30100.00,52050.00,69750.00,14800.00,14250.00
14/ 04/ 2021,11800.00,37800.00,122850.00,26100.00,34200.00,30150.00,52850.00,69500.00,14800.00,14250.00
15/ 04/ 2021,11800.00,37800.00,122450.00,26150.00,34200.00,30200.00,53250.00,70000.00,14800.00,14250.00
16/ 04/ 2021,11800.00,37750.00,122050.00,26150.00,34150.00,30200.00,52650.00,71300.00,14800.00,14250.00
19/ 04/ 2021,11800.00,37300.00,121750.00,26250.00,34050.00,30200.00,50050.00,65900.00,14850.00,14250.00
20/ 04/ 2021,11750.00,37150.00,121650.00,26300.00,33950.00,30100.00,49250.00,64800.00,14850.00,14250.00
21/ 04/ 2021,11750.00,36900.00,121750.00,26300.00,33850.00,30100.00,48600.00,63250.00,14850.00,14250.00
22/ 04/ 2021,11850.00,36750.00,121800.00,26300.00,33700.00,30150.00,47250.00,61700.00,14850.00,14250.00
23/ 04/ 2021,11750.00,36550.00,121850.00,26250.00,33650.00,30250.00,46200.00,60550.00,14850.00,14250.00
26/ 04/ 2021,11750.00,36150.00,121850.00,26150.00,33350.00,30250.00,43100.00,57050.00,14900.00,14250.00
27/ 04/ 2021,11750.00,35950.00,121850.00,26150.00,33250.00,30200.00,42000.00,56200.00,14900.00,14250.00
28/ 04/ 2021,11750.00,35900.00,121900.00,26100.00,33200.00,30150.00,41400.00,56000.00,14900.00,14300.00
29/ 04/ 2021,11750.00,35900.00,121900.00,26000.00,33100.00,30250.00,40700.00,55550.00,14950.00,14250.00
30/ 04/ 2021,11750.00,35900.00,122000.00,26000.00,33100.00,30200.00,40150.00,55000.00,14950.00,14250.00
03/ 05/ 2021,11750.00,36000.00,122500.00,25950.00,32950.00,30150.00,39900.00,53900.00,14950.00,14250.00
04/ 05/ 2021,11750.00,36250.00,122900.00,26000.00,33050.00,30200.00,40150.00,54800.00,15000.00,14250.00
05/ 05/ 2021,11750.00,36550.00,123100.00,26050.00,33150.00,30300.00,40300.00,55400.00,15000.00,14250.00
06/ 05/ 2021,11750.00,36600.00,123500.00,26050.00,33100.00,30250.00,40950.00,55550.00,15000.00,14250.00
07/ 05/ 2021,11750.00,37000.00,124100.00,26100.00,33200.00,30300.00,41100.00,55750.00,15000.00,14250.00
10/ 05/ 2021,11750.00,37950.00,129650.00,26200.00,33650.00,30450.00,47500.00,59800.00,15050.00,14250.00
11/ 05/ 2021,11750.00,39050.00,133250.00,26150.00,33800.00,30650.00,48500.00,62400.00,15100.00,14250.00
12/ 05/ 2021,11750.00,39050.00,133250.00,26150.00,33800.00,30650.00,48500.00,62400.00,15100.00,14250.00
13/ 05/ 2021,11750.00,39050.00,133250.00,26150.00,33600.00,30500.00,45350.00,59000.00,15100.00,14250.00
14/ 05/ 2021,11750.00,39000.00,127350.00,26050.00,33400.00,30500.00,45350.00,59000.00,15100.00,14250.00
17/ 05/ 2021,11750.00,39000.00,127350.00,26050.00,33400.00,30500.00,45350.00,59000.00,15100.00,14250.00
18/ 05/ 2021,11750.00,38900.00,126850.00,26000.00,33300.00,30450.00,43500.00,57950.00,15100.00,14250.00
19/ 05/ 2021,11750.00,38550.00,126400.00,26000.00,33400.00,30500.00,42000.00,56000.00,15150.00,14350.00
20/ 05/ 2021,11750.00,38200.00,125950.00,26000.00,33350.00,30450.00,40450.00,53950.00,15150.00,14250.00
21/ 05/ 2021,11750.00,37850.00,125300.00,26000.00,33350.00,30450.00,39500.00,51650.00,15150.00,14250.00
24/ 05/ 2021,11750.00,37400.00,124950.00,25900.00,33100.00,30450.00,37200.00,49750.00,15300.00,14200.00
25/ 05/ 2021,11750.00,37300.00,124850.00,25950.00,33000.00,30400.00,36850.00,49100.00,15200.00,14200.00
26/ 05/ 2021,12150.00,41650.00,120000.00,42000.00,38400.00,32900.00,38850.00,45250.00,14400.00,14250.00
27/ 05/ 2021,11750.00,37150.00,124450.00,26000.00,32900.00,30450.00,35850.00,48050.00,15200.00,14200.00
28/ 05/ 2021,11750.00,37000.00,124400.00,26000.00,32850.00,30400.00,35350.00,47450.00,15250.00,14200.00
31/ 05/ 2021,11750.00,37050.00,124200.00,26250.00,32650.00,31100.00,34100.00,46650.00,15200.00,14200.00
01/ 06/ 2021,12800.00,41800.00,127500.00,36950.00,45650.00,39150.00,45400.00,68550.00,15600.00,15550.00
02/ 06/ 2021,11750.00,36950.00,124000.00,26350.00,32350.00,30300.00,33800.00,45850.00,15200.00,14200.00
03/ 06/ 2021,11750.00,36900.00,124050.00,26350.00,32200.00,30300.00,33600.00,45250.00,15250.00,14200.00
04/ 06/ 2021,11750.00,37000.00,124050.00,26400.00,32250.00,30250.00,33900.00,44900.00,15250.00,14200.00
07/ 06/ 2021,11750.00,37050.00,123850.00,26500.00,31900.00,30150.00,33850.00,45450.00,15250.00,14200.00
08/ 06/ 2021,11750.00,37050.00,123600.00,26500.00,31850.00,30050.00,33550.00,45250.00,15250.00,14200.00
09/ 06/ 2021,11750.00,37200.00,123450.00,26500.00,31750.00,30100.00,33700.00,45250.00,15250.00,14200.00
10/ 06/ 2021,11700.00,37300.00,123600.00,26450.00,31800.00,30050.00,33700.00,45200.00,15250.00,14200.00
11/ 06/ 2021,11700.00,37400.00,123500.00,26450.00,31400.00,30050.00,33750.00,45850.00,15300.00,14200.00
14/ 06/ 2021,11750.00,37600.00,123500.00,26500.00,31200.00,30000.00,33200.00,46000.00,15300.00,14200.00
15/ 06/ 2021,11750.00,37700.00,123500.00,26450.00,30950.00,29950.00,32650.00,46250.00,15300.00,14200.00
16/ 06/ 2021,11750.00,37550.00,123600.00,26350.00,30950.00,29950.00,32500.00,46600.00,15300.00,14200.00
17/ 06/ 2021,11750.00,37650.00,123500.00,26300.00,30950.00,30000.00,32500.00,46950.00,15300.00,14200.00
18/ 06/ 2021,11750.00,37550.00,123500.00,26300.00,31000.00,29950.00,32400.00,47650.00,15300.00,14200.00
21/ 06/ 2021,11750.00,37500.00,123450.00,26150.00,30900.00,29800.00,32800.00,50150.00,15300.00,14200.00
22/ 06/ 2021,11750.00,37500.00,123650.00,26050.00,31000.00,29750.00,32700.00,50700.00,15300.00,14200.00
23/ 06/ 2021,11750.00,37500.00,123650.00,25950.00,31050.00,29750.00,32850.00,51150.00,15350.00,14200.00
24/ 06/ 2021,11750.00,37450.00,123650.00,25950.00,31200.00,29650.00,32900.00,51950.00,15350.00,14150.00
25/ 06/ 2021,11750.00,37200.00,123650.00,25900.00,31250.00,29700.00,33600.00,53600.00,15350.00,14150.00
28/ 06/ 2021,11750.00,36700.00,123450.00,25850.00,31600.00,29800.00,34050.00,54900.00,15350.00,14150.00
29/ 06/ 2021,11750.00,36500.00,123750.00,25750.00,31550.00,29750.00,34100.00,55900.00,15300.00,14150.00
30/ 06/ 2021,11700.00,36300.00,123750.00,25750.00,31700.00,29750.00,34450.00,56400.00,15350.00,14150.00
01/ 07/ 2021,11750.00,35950.00,123900.00,25650.00,31750.00,29800.00,34850.00,56700.00,15300.00,14150.00
02/ 07/ 2021,11700.00,35800.00,123850.00,25650.00,31750.00,29750.00,35250.00,56700.00,15300.00,14150.00
05/ 07/ 2021,11700.00,35200.00,123900.00,25400.00,31950.00,29750.00,36500.00,57850.00,15350.00,14150.00
06/ 07/ 2021,11750.00,35000.00,123900.00,25400.00,32100.00,29750.00,36450.00,58350.00,15350.00,14150.00
07/ 07/ 2021,11700.00,34750.00,123950.00,25350.00,32300.00,29800.00,37050.00,58200.00,15300.00,14150.00
08/ 07/ 2021,11700.00,34700.00,123950.00,25350.00,32300.00,29850.00,37050.00,58700.00,15300.00,14150.00
09/ 07/ 2021,11700.00,34450.00,123950.00,25300.00,32400.00,29900.00,37300.00,58800.00,15300.00,14150.00
12/ 07/ 2021,11700.00,33950.00,124050.00,25300.00,32450.00,29850.00,37200.00,59200.00,15350.00,14100.00
13/ 07/ 2021,11700.00,33750.00,124050.00,25300.00,32500.00,29850.00,37150.00,59200.00,15350.00,14100.00
14/ 07/ 2021,11700.00,33550.00,122350.00,25350.00,32550.00,29850.00,37200.00,59100.00,15350.00,14100.00
15/ 07/ 2021,11700.00,33400.00,123950.00,25350.00,32600.00,29900.00,37300.00,58750.00,15350.00,14150.00
16/ 07/ 2021,11700.00,33250.00,124000.00,25500.00,32750.00,29900.00,37750.00,58400.00,15350.00,14150.00
19/ 07/ 2021,11700.00,33750.00,129150.00,25800.00,33650.00,30150.00,42350.00,58950.00,15400.00,14100.00
20/ 07/ 2021,13000.00,36300.00,127500.00,30150.00,47500.00,45000.00,70000.00,85000.00,17150.00,16000.00
21/ 07/ 2021,11700.00,33950.00,127650.00,25800.00,33900.00,30300.00,42650.00,59600.00,15400.00,14150.00
22/ 07/ 2021,11700.00,33850.00,127100.00,25850.00,34000.00,30350.00,42300.00,59100.00,15400.00,14150.00
23/ 07/ 2021,11700.00,33750.00,126650.00,25900.00,34250.00,30350.00,42250.00,59200.00,15400.00,14150.00
26/ 07/ 2021,11700.00,33150.00,124700.00,26100.00,34800.00,30500.00,38200.00,54750.00,15450.00,14150.00
27/ 07/ 2021,11700.00,32800.00,124900.00,26150.00,35100.00,30650.00,37300.00,53800.00,15450.00,14150.00
28/ 07/ 2021,11750.00,32650.00,124850.00,26150.00,35350.00,30600.00,36500.00,52550.00,15500.00,14150.00
29/ 07/ 2021,11700.00,32400.00,124250.00,26200.00,35650.00,30650.00,35600.00,51100.00,15550.00,14150.00
30/ 07/ 2021,11700.00,32300.00,124100.00,26200.00,35750.00,30650.00,34750.00,50200.00,15550.00,14150.00
02/ 08/ 2021,11700.00,32100.00,124050.00,26150.00,36100.00,30850.00,33200.00,48550.00,15600.00,14150.00
03/ 08/ 2021,11700.00,32350.00,124050.00,26200.00,36350.00,30850.00,32850.00,47900.00,15600.00,14150.00
04/ 08/ 2021,11700.00,32650.00,124050.00,26150.00,36400.00,30850.00,32350.00,47400.00,15650.00,14100.00
05/ 08/ 2021,11700.00,32650.00,124050.00,26150.00,36350.00,30850.00,32450.00,47300.00,15650.00,14100.00
06/ 08/ 2021,11700.00,32500.00,124050.00,26150.00,36300.00,30850.00,31950.00,47250.00,15650.00,14100.00
09/ 08/ 2021,11700.00,32550.00,124050.00,25950.00,36200.00,30800.00,31450.00,46700.00,15700.00,14100.00
10/ 08/ 2021,11700.00,32850.00,124050.00,25900.00,36150.00,30800.00,31400.00,46100.00,15700.00,14100.00
11/ 08/ 2021,11250.00,29000.00,100650.00,23250.00,28500.00,24500.00,17500.00,28150.00,15200.00,13400.00
12/ 08/ 2021,11700.00,32900.00,124050.00,25850.00,35900.00,30800.00,31050.00,45200.00,15700.00,14100.00
13/ 08/ 2021,11700.00,32750.00,124000.00,25850.00,35750.00,30800.00,30850.00,44950.00,15750.00,14050.00
16/ 08/ 2021,11700.00,32500.00,124000.00,25700.00,35050.00,30600.00,30150.00,43500.00,15750.00,14050.00
17/ 08/ 2021,13000.00,39050.00,127500.00,29900.00,48750.00,45000.00,43750.00,75000.00,17150.00,16000.00
18/ 08/ 2021,11700.00,32400.00,124000.00,25550.00,34650.00,30600.00,30200.00,42250.00,15750.00,14050.00
19/ 08/ 2021,11650.00,32300.00,124000.00,25500.00,34500.00,30550.00,29950.00,42150.00,15800.00,14050.00
20/ 08/ 2021,11650.00,32150.00,124000.00,25450.00,34350.00,30550.00,29700.00,41700.00,15800.00,14050.00
23/ 08/ 2021,11650.00,32250.00,124050.00,25300.00,33700.00,30300.00,28700.00,39500.00,15850.00,14050.00
24/ 08/ 2021,11650.00,32350.00,124050.00,25200.00,33500.00,30250.00,28450.00,39000.00,15850.00,14050.00
25/ 08/ 2021,11650.00,32400.00,124000.00,25150.00,33200.00,30300.00,28250.00,38650.00,15850.00,14050.00
26/ 08/ 2021,11650.00,32550.00,124150.00,25100.00,32950.00,30250.00,28350.00,38050.00,15850.00,14050.00
27/ 08/ 2021,11650.00,32800.00,124100.00,25050.00,32650.00,30200.00,28150.00,37950.00,15850.00,14050.00
30/ 08/ 2021,11650.00,33150.00,124050.00,24750.00,32200.00,30250.00,28500.00,36950.00,15900.00,14050.00
31/ 08/ 2021,11650.00,33350.00,124050.00,24650.00,32100.00,30200.00,28650.00,36800.00,15900.00,14050.00
01/ 09/ 2021,11650.00,33700.00,124100.00,24600.00,31950.00,30200.00,28900.00,37150.00,15900.00,14050.00
02/ 09/ 2021,11650.00,33900.00,124050.00,24500.00,31750.00,30150.00,28900.00,37000.00,15900.00,14050.00
03/ 09/ 2021,11650.00,33950.00,124050.00,24400.00,31600.00,30050.00,28850.00,36500.00,15900.00,14050.00
06/ 09/ 2021,11650.00,34200.00,124100.00,24100.00,31400.00,29950.00,28550.00,36850.00,15950.00,14050.00
07/ 09/ 2021,11650.00,35850.00,124100.00,24050.00,31250.00,29900.00,28250.00,36700.00,15950.00,14050.00
08/ 09/ 2021,11700.00,34400.00,124000.00,23950.00,31250.00,29900.00,28350.00,36900.00,16000.00,14050.00
09/ 09/ 2021,11700.00,34600.00,124000.00,23950.00,31200.00,29950.00,28600.00,37100.00,16000.00,14050.00
10/ 09/ 2021,11650.00,34800.00,124000.00,23900.00,31150.00,29950.00,28400.00,36850.00,16000.00,14050.00
13/ 09/ 2021,11650.00,34800.00,124050.00,23800.00,30850.00,29900.00,28000.00,36100.00,16050.00,14050.00
14/ 09/ 2021,11650.00,34800.00,124050.00,23750.00,30550.00,29850.00,28200.00,35750.00,16050.00,14050.00
15/ 09/ 2021,11650.00,34800.00,124100.00,23700.00,30350.00,29850.00,28250.00,35750.00,16050.00,14050.00
16/ 09/ 2021,11650.00,34800.00,124100.00,23650.00,30350.00,29850.00,28500.00,36100.00,16050.00,14050.00
17/ 09/ 2021,11650.00,34900.00,124100.00,23600.00,30300.00,29800.00,28450.00,36300.00,16050.00,14050.00
20/ 09/ 2021,11650.00,34950.00,124050.00,23450.00,30100.00,29650.00,28700.00,36150.00,16050.00,14050.00
21/ 09/ 2021,11650.00,35050.00,124050.00,23400.00,30000.00,29650.00,28850.00,36150.00,16100.00,14050.00
22/ 09/ 2021,11650.00,35250.00,124050.00,23350.00,30000.00,29650.00,28900.00,36400.00,16100.00,14050.00
23/ 09/ 2021,11650.00,35350.00,124050.00,23300.00,29850.00,29650.00,28950.00,36650.00,16100.00,14050.00
24/ 09/ 2021,11650.00,35400.00,124000.00,23250.00,29800.00,29600.00,29150.00,36550.00,16100.00,14050.00
27/ 09/ 2021,11650.00,35600.00,124050.00,23250.00,29750.00,29650.00,29800.00,37750.00,16100.00,14050.00
28/ 09/ 2021,11650.00,35650.00,123650.00,23300.00,29750.00,29700.00,30250.00,38150.00,16150.00,14050.00
29/ 09/ 2021,11650.00,35700.00,123700.00,23300.00,29650.00,29600.00,30350.00,37800.00,16150.00,14050.00
30/ 09/ 2021,11650.00,35600.00,123650.00,23350.00,29650.00,29550.00,30350.00,38050.00,16150.00,14100.00
01/ 10/ 2021,11650.00,35500.00,124100.00,23350.00,29650.00,29600.00,30700.00,37900.00,16150.00,14050.00
04/ 10/ 2021,11650.00,35400.00,124000.00,23300.00,29500.00,29550.00,33350.00,38300.00,16200.00,14050.00
05/ 10/ 2021,11650.00,35350.00,124050.00,23250.00,29500.00,29550.00,33900.00,38600.00,16200.00,14050.00
06/ 10/ 2021,11650.00,35350.00,124150.00,23250.00,29500.00,29600.00,33800.00,38350.00,16200.00,14050.00
07/ 10/ 2021,11650.00,35450.00,124150.00,23200.00,29600.00,29650.00,34200.00,38650.00,16250.00,14050.00
08/ 10/ 2021,11650.00,35550.00,124150.00,23200.00,29550.00,29600.00,34250.00,38900.00,16300.00,14050.00
11/ 10/ 2021,11650.00,35750.00,124150.00,23150.00,29600.00,29550.00,34150.00,39500.00,16450.00,14050.00
12/ 10/ 2021,11650.00,35900.00,124150.00,23150.00,29600.00,29550.00,34250.00,39500.00,16500.00,14050.00
13/ 10/ 2021,11650.00,35900.00,124150.00,23150.00,29650.00,29550.00,34650.00,39900.00,16550.00,14050.00
14/ 10/ 2021,11650.00,36050.00,124150.00,23150.00,29850.00,29650.00,34850.00,39800.00,16600.00,14050.00
15/ 10/ 2021,11650.00,36050.00,124200.00,23150.00,29900.00,29650.00,34700.00,40100.00,16650.00,14000.00
18/ 10/ 2021,11650.00,36050.00,124300.00,23050.00,29800.00,29450.00,34200.00,40100.00,16750.00,14050.00
19/ 10/ 2021,11650.00,36100.00,124250.00,23050.00,29850.00,29600.00,34300.00,40050.00,16800.00,14000.00
20/ 10/ 2021,14150.00,43250.00,147500.00,28000.00,35750.00,33750.00,51250.00,58750.00,17000.00,14250.00
21/ 10/ 2021,11650.00,36000.00,124150.00,23000.00,29800.00,29450.00,34400.00,39400.00,16800.00,14050.00
22/ 10/ 2021,11650.00,36150.00,124150.00,22950.00,29750.00,29450.00,34750.00,38950.00,16850.00,14250.00
25/ 10/ 2021,11650.00,35950.00,124150.00,23000.00,29600.00,29450.00,35450.00,37700.00,16950.00,14050.00
26/ 10/ 2021,11650.00,36150.00,124150.00,23000.00,29600.00,29450.00,35400.00,37350.00,17050.00,14050.00
27/ 10/ 2021,11650.00,36050.00,124150.00,23100.00,29600.00,29450.00,35350.00,37250.00,17050.00,14050.00
28/ 10/ 2021,11650.00,36100.00,124200.00,23100.00,29650.00,29500.00,35350.00,37050.00,17200.00,14050.00
29/ 10/ 2021,11650.00,36050.00,124200.00,23150.00,29450.00,29450.00,35550.00,36200.00,17250.00,14050.00
01/ 11/ 2021,11650.00,35950.00,124350.00,23250.00,29250.00,29450.00,36100.00,35550.00,17400.00,14100.00
02/ 11/ 2021,11650.00,36050.00,124100.00,23350.00,29100.00,29500.00,36100.00,35100.00,17450.00,14100.00
03/ 11/ 2021,11650.00,35850.00,124350.00,23450.00,29100.00,29500.00,36500.00,35350.00,17550.00,14050.00
04/ 11/ 2021,11650.00,35850.00,124350.00,23550.00,29050.00,29400.00,37100.00,35500.00,17700.00,14050.00
05/ 11/ 2021,11650.00,35850.00,124300.00,23750.00,29050.00,29450.00,38100.00,35500.00,17700.00,14050.00
08/ 11/ 2021,11650.00,35950.00,124250.00,24350.00,28850.00,29500.00,39650.00,35200.00,17850.00,14050.00
09/ 11/ 2021,11650.00,36000.00,124250.00,24750.00,28700.00,29500.00,40450.00,35100.00,17950.00,14050.00
10/ 11/ 2021,11700.00,35700.00,124750.00,24950.00,29000.00,29700.00,41700.00,36200.00,18000.00,14100.00
11/ 11/ 2021,11650.00,35700.00,124250.00,25900.00,28650.00,29450.00,41350.00,35900.00,18050.00,14050.00
12/ 11/ 2021,11650.00,35700.00,124050.00,25050.00,28650.00,29500.00,41500.00,36250.00,18100.00,14050.00
15/ 11/ 2021,11650.00,35350.00,124400.00,25200.00,28350.00,29450.00,41900.00,37050.00,18250.00,14050.00
16/ 11/ 2021,11650.00,35350.00,124300.00,25300.00,28300.00,29450.00,41850.00,37450.00,18300.00,14050.00
17/ 11/ 2021,11650.00,35250.00,124100.00,25300.00,28250.00,29500.00,42000.00,37450.00,18350.00,14050.00
18/ 11/ 2021,11650.00,35200.00,124100.00,25300.00,28100.00,29450.00,41750.00,37600.00,18350.00,14050.00
19/ 11/ 2021,11650.00,35250.00,124200.00,25300.00,28100.00,29450.00,41600.00,37500.00,18400.00,14050.00
22/ 11/ 2021,11650.00,35050.00,124200.00,25250.00,27800.00,29400.00,42000.00,39900.00,18450.00,14050.00
23/ 11/ 2021,11650.00,35000.00,124200.00,25300.00,27600.00,29350.00,42100.00,41150.00,18500.00,14050.00
24/ 11/ 2021,11650.00,35050.00,124250.00,25300.00,27500.00,29300.00,41800.00,41450.00,18550.00,14050.00
25/ 11/ 2021,11650.00,35250.00,124250.00,25250.00,27450.00,29350.00,42050.00,42150.00,18600.00,14050.00
26/ 11/ 2021,11650.00,35300.00,124150.00,25200.00,27450.00,29250.00,42300.00,43450.00,18600.00,14050.00
29/ 11/ 2021,11650.00,35400.00,124150.00,25100.00,27300.00,29200.00,42550.00,46400.00,18700.00,14050.00
30/ 11/ 2021,11650.00,35400.00,124150.00,25000.00,27200.00,29250.00,42800.00,47300.00,18750.00,14050.00
01/ 12/ 2021,11650.00,35250.00,124200.00,24950.00,27200.00,29250.00,43200.00,48400.00,18850.00,14050.00
02/ 12/ 2021,11650.00,35250.00,124250.00,24900.00,27100.00,29250.00,43600.00,50750.00,18900.00,14050.00
03/ 12/ 2021,11650.00,35150.00,124250.00,24900.00,27150.00,29250.00,44300.00,52100.00,18950.00,14050.00
06/ 12/ 2021,11650.00,35150.00,124150.00,24850.00,27350.00,29250.00,46650.00,59950.00,19100.00,14050.00
07/ 12/ 2021,11650.00,35050.00,124200.00,24850.00,27400.00,29200.00,47200.00,61350.00,19150.00,14050.00
08/ 12/ 2021,11650.00,35100.00,124100.00,24850.00,27550.00,29200.00,48000.00,62400.00,19200.00,14100.00
09/ 12/ 2021,11650.00,35200.00,124250.00,24850.00,27600.00,29250.00,48550.00,63600.00,19250.00,14100.00
10/ 12/ 2021,11650.00,35250.00,124250.00,24850.00,27800.00,29200.00,49900.00,65400.00,19250.00,14100.00
13/ 12/ 2021,11650.00,35550.00,124200.00,25350.00,28350.00,29150.00,51500.00,70150.00,19300.00,14100.00
14/ 12/ 2021,11700.00,35550.00,124200.00,25550.00,28450.00,29250.00,51750.00,70650.00,19300.00,14100.00
15/ 12/ 2021,11700.00,35700.00,124200.00,25950.00,28250.00,28750.00,50850.00,69500.00,19400.00,14100.00
16/ 12/ 2021,11700.00,35750.00,124200.00,26200.00,28850.00,29350.00,51800.00,72650.00,19450.00,14100.00
17/ 12/ 2021,11700.00,35850.00,124300.00,26350.00,28900.00,29400.00,51600.00,73250.00,19450.00,14100.00
20/ 12/ 2021,11650.00,35750.00,124850.00,26900.00,29200.00,29650.00,50750.00,73900.00,19500.00,14100.00
21/ 12/ 2021,11650.00,36000.00,125400.00,27100.00,29400.00,29750.00,50700.00,73350.00,19550.00,14100.00
22/ 12/ 2021,11600.00,36050.00,123800.00,27500.00,29100.00,29600.00,50750.00,74550.00,19550.00,14150.00
23/ 12/ 2021,11650.00,36200.00,125050.00,28050.00,29400.00,29650.00,50350.00,76000.00,19550.00,14200.00
24/ 12/ 2021,11600.00,36500.00,125200.00,28700.00,29550.00,29700.00,50650.00,77400.00,19550.00,14200.00
27/ 12/ 2021,11700.00,36950.00,124350.00,29550.00,29950.00,29900.00,51250.00,79800.00,19600.00,14100.00
28/ 12/ 2021,11700.00,36950.00,124550.00,29600.00,30050.00,30000.00,51000.00,79150.00,19650.00,14100.00
29/ 12/ 2021,11750.00,37250.00,124550.00,30100.00,30100.00,29950.00,50300.00,77750.00,19750.00,14100.00
30/ 12/ 2021,11750.00,37600.00,124700.00,30300.00,30050.00,30100.00,49150.00,76250.00,19850.00,14100.00
31/ 12/ 2021,11750.00,37950.00,124850.00,30300.00,30100.00,30100.00,48650.00,75000.00,19900.00,14100.00
03/ 01/ 2022,11750.00,38100.00,124950.00,30250.00,30200.00,30150.00,47500.00,73750.00,20000.00,14150.00
04/ 01/ 2022,11750.00,38250.00,124450.00,30100.00,30150.00,30250.00,47050.00,73450.00,20000.00,14150.00
05/ 01/ 2022,11750.00,38200.00,124700.00,30350.00,30300.00,30300.00,46450.00,71700.00,20050.00,14150.00
06/ 01/ 2022,11750.00,38350.00,124650.00,29900.00,30300.00,30300.00,45600.00,69800.00,20050.00,14150.00
07/ 01/ 2022,11750.00,38400.00,124650.00,29750.00,30400.00,30250.00,44550.00,68400.00,20100.00,14200.00
10/ 01/ 2022,11700.00,38950.00,124500.00,29200.00,30650.00,30300.00,42750.00,63750.00,20150.00,14250.00
11/ 01/ 2022,11750.00,38950.00,124600.00,29000.00,30600.00,30250.00,41450.00,62250.00,20150.00,14300.00
12/ 01/ 2022,11750.00,39050.00,124650.00,28850.00,30550.00,30250.00,40750.00,61300.00,20200.00,14350.00
13/ 01/ 2022,11750.00,39300.00,124650.00,28700.00,30650.00,30350.00,39900.00,60400.00,20300.00,14450.00
14/ 01/ 2022,11750.00,39300.00,124650.00,28450.00,30750.00,30350.00,39550.00,59250.00,20250.00,14450.00
17/ 01/ 2022,11750.00,39250.00,124650.00,27950.00,30900.00,30450.00,39700.00,57100.00,20350.00,14600.00
